date,target,year,month,day,day_of_week,hour,lag_1,lag_2,rolling_mean,rolling_std,expanding_mean,expanding_std,sqrt_transform,log_transform,boxcox_transform,moving_average
2022-04-20,61,2022,4,20,2,0,84.0,44.0,60.285714285714285,13.300554947247985,50.494649227110585,28.69785594118242,7.810249675906654,4.110873864173311,24.0126548700147,65.14285714285714
2022-04-21,77,2022,4,21,3,0,61.0,84.0,64.14285714285714,13.728663098648452,50.526128266033254,28.695331110830946,8.774964387392123,4.343805421853684,28.523234751227722,60.285714285714285
2022-04-22,24,2022,4,22,4,0,77.0,61.0,58.0,20.28957039137762,50.494661921708186,28.692834853777295,4.898979485566356,3.1780538303479458,11.804896256618658,64.14285714285714
2022-04-23,37,2022,4,23,5,0,24.0,77.0,55.857142857142854,21.767166186932197,50.47867298578199,28.67957341616206,6.082762530298219,3.6109179126442243,16.49380506785418,58.0
2022-04-24,29,2022,4,24,6,0,37.0,24.0,50.857142857142854,23.53315796508246,50.45325443786982,28.67210038869497,5.385164807134504,3.367295829986474,13.681277306208875,55.857142857142854
2022-04-25,41,2022,4,25,0,0,29.0,37.0,50.42857142857143,23.705534816839318,50.442080378250594,28.65697271405966,6.4031242374328485,3.713572066704308,17.8304462249154,50.857142857142854
2022-04-26,52,2022,4,26,1,0,41.0,29.0,45.857142857142854,18.71210456209715,50.44391971664699,28.64008098786005,7.211102550927978,3.9512437185814275,21.320323812613204,50.42857142857143
2022-04-27,47,2022,4,27,2,0,52.0,41.0,43.857142857142854,17.534999015574254,50.43985849056604,28.623413538174542,6.855654600401044,3.8501476017100584,19.764578374498967,45.857142857142854
2022-04-28,65,2022,4,28,3,0,47.0,52.0,42.142857142857146,13.981280001351447,50.457008244994114,28.610895651851077,8.06225774829855,4.174387269895637,25.170481262582108,43.857142857142854
2022-04-29,56,2022,4,29,4,0,65.0,47.0,46.714285714285715,12.175306782093621,50.4635294117647,28.594672986722998,7.483314773547883,4.02535169073515,22.532839130946833,42.142857142857146
2022-04-30,81,2022,4,30,5,0,56.0,65.0,53.0,16.802777548171417,50.4994124559342,28.597012384188744,9.0,4.394449154672439,29.605219874495116,46.714285714285715
2022-05-01,9,2022,5,1,6,0,81.0,56.0,50.142857142857146,22.34896396874339,50.45070422535211,28.615546578153424,3.0,2.1972245773362196,5.227594125809368,53.0
2022-05-02,96,2022,5,2,0,0,9.0,81.0,58.0,27.640549922170518,50.50410316529894,28.641241228457872,9.797958971132712,4.564348191467836,33.528772459717906,50.142857142857146
2022-05-03,26,2022,5,3,1,0,96.0,9.0,54.285714285714285,30.208797204977046,50.47540983606557,28.63672667096193,5.0990195135927845,3.258096538021482,12.568288098704269,58.0
2022-05-04,92,2022,5,4,2,0,26.0,96.0,60.714285714285715,33.05406826052475,50.523976608187134,28.6551665437171,9.591663046625438,4.5217885770490405,32.501648850135595,54.285714285714285
2022-05-05,92,2022,5,5,3,0,92.0,26.0,64.57142857142857,35.146631620764396,50.572429906542055,28.673469395733463,9.591663046625438,4.5217885770490405,32.501648850135595,60.714285714285715
2022-05-06,52,2022,5,6,4,0,92.0,92.0,64.0,35.3411940941446,50.574095682613766,28.656757470850927,7.211102550927978,3.9512437185814275,21.320323812613204,64.57142857142857
2022-05-07,83,2022,5,7,5,0,52.0,92.0,64.28571428571429,35.50922080114914,50.61188811188811,28.661419446570513,9.1104335791443,4.418840607796598,30.14019503776326,64.0
2022-05-08,58,2022,5,8,6,0,83.0,52.0,71.28571428571429,26.474605982049358,50.62048894062864,28.645821269733823,7.615773105863909,4.060443010546419,23.129325690521892,64.28571428571429
2022-05-09,47,2022,5,9,0,0,58.0,83.0,64.28571428571429,25.302926614091433,50.616279069767444,28.629408671038682,6.855654600401044,3.8501476017100584,19.764578374498967,71.28571428571429
2022-05-10,19,2022,5,10,1,0,47.0,58.0,63.285714285714285,27.13984945742017,50.57955865272938,28.63303914191891,4.358898943540674,2.9444389791664403,9.806756660734596,64.28571428571429
2022-05-11,15,2022,5,11,2,0,19.0,47.0,52.285714285714285,29.09590054580592,50.538283062645014,28.642054569529698,3.872983346207417,2.70805020110221,8.09183282891957,63.285714285714285
2022-05-12,72,2022,5,12,3,0,15.0,19.0,49.42857142857143,25.277507411775815,50.563151796060254,28.63475708799591,8.48528137423857,4.276666119016055,27.146763970363896,52.285714285714285
2022-05-13,33,2022,5,13,4,0,72.0,15.0,46.714285714285715,25.966095109548057,50.542824074074076,28.62439898541247,5.744562646538029,3.4965075614664802,15.11311478515461,49.42857142857143
2022-05-14,75,2022,5,14,5,0,33.0,72.0,45.57142857142857,24.2202198094701,50.571098265895955,28.619912564584347,8.660254037844387,4.31748811353631,27.975954857853782,46.714285714285715
2022-05-15,81,2022,5,15,6,0,75.0,33.0,48.857142857142854,27.522285342539977,50.60623556581986,28.622048300812434,9.0,4.394449154672439,29.605219874495116,45.57142857142857
2022-05-16,16,2022,5,16,0,0,81.0,75.0,44.42857142857143,30.231645356354345,50.56632064590542,28.629651947357996,4.0,2.772588722239781,8.532212897907703,48.857142857142854
2022-05-17,5,2022,5,17,1,0,16.0,81.0,42.42857142857143,32.56714675280977,50.513824884792626,28.65490559887586,2.23606797749979,1.6094379124341003,2.9809549301314164,44.42857142857143
2022-05-18,38,2022,5,18,2,0,5.0,16.0,45.714285714285715,30.428683210168035,50.499424626006906,28.641540553725164,6.164414002968976,3.6375861597263857,16.831856607803964,42.42857142857143
2022-05-19,24,2022,5,19,3,0,38.0,5.0,38.857142857142854,28.887301543692,50.46896551724138,28.639151384496817,4.898979485566356,3.1780538303479458,11.804896256618658,45.714285714285715
2022-05-20,4,2022,5,20,4,0,24.0,38.0,34.714285714285715,31.799970050899333,50.41561423650976,28.66596258784618,2.0,1.3862943611198906,2.342870873615028,38.857142857142854
2022-05-21,94,2022,5,21,5,0,4.0,24.0,37.42857142857143,36.3036138828131,50.46559633027523,28.687495683645963,9.695359714832659,4.543294782270004,33.016845697201944,34.714285714285715
2022-05-22,68,2022,5,22,6,0,94.0,4.0,35.57142857142857,33.9600605754129,50.485681557846505,28.677182835650086,8.246211251235321,4.219507705176107,26.02488677335457,37.42857142857143
2022-05-23,27,2022,5,23,0,0,68.0,94.0,37.142857142857146,33.14829594126255,50.45881006864989,28.671761258368786,5.196152422706632,3.295836866004329,12.943355928332041,35.57142857142857
2022-05-24,21,2022,5,24,1,0,27.0,68.0,39.42857142857143,31.047582529923012,50.42514285714286,28.672654328538723,4.58257569495584,3.044522437723423,10.622911918520273,37.142857142857146
2022-05-25,76,2022,5,25,2,0,21.0,27.0,44.857142857142854,33.94322991618295,50.454337899543376,28.669290160448323,8.717797887081348,4.330733340286331,28.250133542616197,39.42857142857143
2022-05-26,16,2022,5,26,3,0,76.0,21.0,43.714285714285715,34.8841620496288,50.41505131128849,28.676532522110413,4.0,2.772588722239781,8.532212897907703,44.857142857142854
2022-05-27,26,2022,5,27,4,0,16.0,76.0,46.857142857142854,31.54060119606987,50.3872437357631,28.672020559700233,5.0990195135927845,3.258096538021482,12.568288098704269,43.714285714285715
2022-05-28,10,2022,5,28,5,0,26.0,16.0,34.857142857142854,26.130624252197332,50.341296928327644,28.688048254749894,3.1622776601683795,2.302585092994046,5.737509901084006,46.857142857142854
2022-05-29,60,2022,5,29,6,0,10.0,26.0,33.714285714285715,24.56769074559976,50.35227272727273,28.67357370002902,7.745966692414834,4.0943445622221,23.71968747311681,34.857142857142854
2022-05-30,67,2022,5,30,0,0,60.0,10.0,39.42857142857143,27.251037551239172,50.37116912599319,28.66276543499582,8.18535277187245,4.204692619390966,25.74136249046835,33.714285714285715
2022-05-31,62,2022,5,31,1,0,67.0,60.0,45.285714285714285,27.035250357723008,50.3843537414966,28.649169612790185,7.874007874011811,4.127134385045092,24.304188512175486,39.42857142857143
2022-06-01,11,2022,6,1,2,0,62.0,67.0,36.0,25.86503431275512,50.339750849377126,28.663583024014777,3.3166247903554,2.3978952727983707,6.2323642140930415,45.285714285714285
2022-06-02,50,2022,6,2,3,0,11.0,62.0,40.857142857142854,24.64703208250824,50.339366515837106,28.647349910644202,7.0710678118654755,3.912023005428146,20.70364675964728,36.0
2022-06-03,76,2022,6,3,4,0,50.0,11.0,48.0,26.776855677991776,50.3683615819209,28.644132526486157,8.717797887081348,4.330733340286331,28.250133542616197,40.857142857142854
2022-06-04,8,2022,6,4,5,0,76.0,50.0,47.714285714285715,27.25627931146807,50.32054176072235,28.663308819369146,2.8284271247461903,2.0794415416798357,4.70039718811372,48.0
2022-06-05,96,2022,6,5,6,0,8.0,76.0,52.857142857142854,32.79445365418047,50.372040586245774,28.688158075713602,9.797958971132712,4.564348191467836,33.528772459717906,47.714285714285715
2022-06-06,7,2022,6,6,0,0,96.0,8.0,44.285714285714285,36.15113776777658,50.3231981981982,28.708900177457682,2.6457513110645907,1.9459101490553132,4.153044884881179,52.857142857142854
2022-06-07,40,2022,6,7,1,0,7.0,96.0,41.142857142857146,35.300748676803686,50.31158605174353,28.694819561486902,6.324555320336759,3.6888794541139363,17.50009167715883,44.285714285714285
2022-06-08,27,2022,6,8,2,0,40.0,7.0,43.42857142857143,33.495557630115385,50.285393258426964,28.689319689448435,5.196152422706632,3.295836866004329,12.943355928332041,41.142857142857146
2022-06-09,75,2022,6,9,3,0,27.0,40.0,47.0,35.5808937493144,50.313131313131315,28.68514935758583,8.660254037844387,4.31748811353631,27.975954857853782,43.42857142857143
2022-06-10,9,2022,6,10,4,0,75.0,27.0,37.42857142857143,35.4911122341784,50.266816143497756,28.70239918795308,3.0,2.1972245773362196,5.227594125809368,47.0
2022-06-11,52,2022,6,11,5,0,9.0,75.0,43.714285714285715,33.23509332876063,50.26875699888018,28.68636451918673,7.211102550927978,3.9512437185814275,21.320323812613204,37.42857142857143
2022-06-12,50,2022,6,12,6,0,52.0,9.0,37.142857142857146,24.599651565476638,50.26845637583892,28.67029963486935,7.0710678118654755,3.912023005428146,20.70364675964728,43.714285714285715
2022-06-13,37,2022,6,13,0,0,50.0,52.0,41.42857142857143,20.79148177224785,50.2536312849162,28.657692504933074,6.082762530298219,3.6109179126442243,16.49380506785418,37.142857142857146
2022-06-14,35,2022,6,14,1,0,37.0,50.0,40.714285714285715,20.93413707889808,50.236607142857146,28.646211041307787,5.916079783099616,3.5553480614894135,15.809365846684306,41.42857142857143
2022-06-15,13,2022,6,15,2,0,35.0,37.0,38.714285714285715,23.02689938393998,50.19509476031215,28.65720385966897,3.605551275463989,2.5649493574615367,7.1835942450215216,40.714285714285715
2022-06-16,34,2022,6,16,3,0,13.0,35.0,32.857142857142854,16.567322972532125,50.17706013363029,28.646323848870217,5.830951894845301,3.5263605246161616,15.462772546329218,38.714285714285715
2022-06-17,100,2022,6,17,4,0,34.0,13.0,45.857142857142854,27.088918837958897,50.232480533926584,28.678550445308566,10.0,4.605170185988092,34.54316460556474,32.857142857142854
2022-06-18,13,2022,6,18,5,0,100.0,34.0,40.285714285714285,29.516742625806383,50.19111111111111,28.689452447635674,3.605551275463989,2.5649493574615367,7.1835942450215216,45.857142857142854
2022-06-19,34,2022,6,19,6,0,13.0,100.0,38.0,29.257477676655594,50.173140954495004,28.678582601173506,5.830951894845301,3.5263605246161616,15.462772546329218,40.285714285714285
2022-06-20,13,2022,6,20,0,0,34.0,13.0,34.57142857142857,30.76175733415948,50.131929046563194,28.689375118069858,3.605551275463989,2.5649493574615367,7.1835942450215216,38.0
2022-06-21,26,2022,6,21,1,0,13.0,34.0,33.285714285714285,30.92848894743209,50.10520487264673,28.68471099243674,5.0990195135927845,3.258096538021482,12.568288098704269,34.57142857142857
2022-06-22,85,2022,6,22,2,0,26.0,13.0,43.57142857142857,34.789160873549605,50.14380530973451,28.692305590898787,9.219544457292887,4.442651256490317,30.671326082780293,33.285714285714285
2022-06-23,28,2022,6,23,3,0,85.0,26.0,42.714285714285715,35.13646864116298,50.11933701657458,28.685877156408043,5.291502622129181,3.332204510175204,13.314288685944925,43.57142857142857
2022-06-24,99,2022,6,24,4,0,28.0,85.0,42.57142857142857,34.8657288410704,50.173289183222956,28.71597998916944,9.9498743710662,4.59511985013459,34.290723107181705,42.714285714285715
2022-06-25,81,2022,6,25,5,0,99.0,28.0,52.285714285714285,34.726139461575094,50.20727673649394,28.718375100333667,9.0,4.394449154672439,29.605219874495116,42.57142857142857
2022-06-26,72,2022,6,26,6,0,81.0,99.0,57.714285714285715,34.359444532347,50.231277533039645,28.711649206030764,8.48528137423857,4.276666119016055,27.146763970363896,52.285714285714285
2022-06-27,42,2022,6,27,0,0,72.0,81.0,61.857142857142854,29.46992009619625,50.22222222222222,28.697133180259325,6.48074069840786,3.7376696182833684,18.158398126844915,57.714285714285715
2022-06-28,65,2022,6,28,1,0,42.0,72.0,67.42857142857143,24.892148312651702,50.238461538461536,28.68552710300591,8.06225774829855,4.174387269895637,25.170481262582108,61.857142857142854
2022-06-29,30,2022,6,29,2,0,65.0,42.0,59.57142857142857,27.01146141213113,50.21624588364435,28.67760162012039,5.477225575051661,3.4011973816621555,14.044497654720024,67.42857142857143
2022-06-30,4,2022,6,30,3,0,30.0,65.0,56.142857142857146,32.62631132194063,50.165570175438596,28.702684998602283,2.0,1.3862943611198906,2.342870873615028,59.57142857142857
2022-07-01,79,2022,7,1,4,0,4.0,30.0,53.285714285714285,28.91201760349428,50.197152245345016,28.702812392687623,8.888194417315589,4.3694478524670215,29.066276791445834,56.142857142857146
2022-07-02,50,2022,7,2,5,0,79.0,4.0,48.857142857142854,26.207051032299017,50.19693654266958,28.6870898720252,7.0710678118654755,3.912023005428146,20.70364675964728,53.285714285714285
2022-07-03,54,2022,7,3,6,0,50.0,79.0,46.285714285714285,24.37699930750494,50.20109289617486,28.671668075411837,7.3484692283495345,3.9889840465642745,21.929941950475495,48.857142857142854
2022-07-04,26,2022,7,4,0,0,54.0,50.0,44.0,25.566905692059564,50.17467248908297,28.667150569084168,5.0990195135927845,3.258096538021482,12.568288098704269,46.285714285714285
2022-07-05,82,2022,7,5,1,0,26.0,54.0,46.42857142857143,28.529850699791297,50.20937840785169,28.670767017674294,9.055385138137417,4.406719247264253,29.873195545764343,44.0
2022-07-06,74,2022,7,6,2,0,82.0,26.0,52.714285714285715,29.14740860816669,50.23529411764706,28.665885942542754,8.602325267042627,4.30406509320417,27.700679993133743,46.42857142857143
2022-07-07,71,2022,7,7,3,0,74.0,82.0,62.285714285714285,20.07248768600353,50.25788900979325,28.658455282087754,8.426149773176359,4.2626798770413155,26.868082385760363,52.714285714285715
2022-07-08,50,2022,7,8,4,0,71.0,74.0,58.142857142857146,19.012527198565472,50.25760869565217,28.642860104602857,7.0710678118654755,3.912023005428146,20.70364675964728,62.285714285714285
2022-07-09,96,2022,7,9,5,0,50.0,71.0,64.71428571428571,23.21432234429348,50.30727470141151,28.66694129320658,9.797958971132712,4.564348191467836,33.528772459717906,58.142857142857146
2022-07-10,18,2022,7,10,6,0,96.0,50.0,59.57142857142857,29.199641224149467,50.27223427331887,28.67112310127728,4.242640687119285,2.8903717578961645,9.389094747155276,64.71428571428571
2022-07-11,24,2022,7,11,0,0,18.0,96.0,59.285714285714285,29.59005624481694,50.24377031419285,28.668615862017706,4.898979485566356,3.1780538303479458,11.804896256618658,59.57142857142857
2022-07-12,82,2022,7,12,1,0,24.0,18.0,59.285714285714285,29.59005624481694,50.27813852813853,28.672120357679763,9.055385138137417,4.406719247264253,29.873195545764343,59.285714285714285
2022-07-13,99,2022,7,13,2,0,82.0,24.0,62.857142857142854,32.97690389463801,50.33081081081081,28.701342636661945,9.9498743710662,4.59511985013459,34.290723107181705,59.285714285714285
2022-07-14,23,2022,7,14,3,0,99.0,82.0,56.0,35.86548944784296,50.30129589632829,28.699881126883003,4.795831523312719,3.1354942159291497,11.416095964269688,62.857142857142854
2022-07-15,10,2022,7,15,4,0,23.0,99.0,50.285714285714285,39.93625873695185,50.25782092772384,28.71490497286605,3.1622776601683795,2.302585092994046,5.737509901084006,56.0
2022-07-16,45,2022,7,16,5,0,10.0,23.0,43.0,34.48671241700685,50.252155172413794,28.699931698396355,6.708203932499369,3.8066624897703196,19.1285592565314,50.285714285714285
2022-07-17,21,2022,7,17,6,0,45.0,10.0,43.42857142857143,34.14116353639765,50.22066738428418,28.700515193963774,4.58257569495584,3.044522437723423,10.622911918520273,43.0
2022-07-18,11,2022,7,18,0,0,21.0,45.0,41.57142857142857,35.69246952723196,50.178494623655915,28.71388066482242,3.3166247903554,2.3978952727983707,6.2323642140930415,43.42857142857143
2022-07-19,96,2022,7,19,1,0,11.0,21.0,43.57142857142857,38.60853594244475,50.22771213748657,28.737703775848956,9.797958971132712,4.564348191467836,33.528772459717906,41.57142857142857
2022-07-20,62,2022,7,20,2,0,96.0,11.0,38.285714285714285,31.663408353672683,50.24034334763949,28.7248542831409,7.874007874011811,4.127134385045092,24.304188512175486,43.57142857142857
2022-07-21,2,2022,7,21,3,0,62.0,96.0,35.285714285714285,34.24283032360831,50.18863879957127,28.752846464263417,1.4142135623730951,0.6931471805599453,0.8924017632797059,38.285714285714285
2022-07-22,26,2022,7,22,4,0,2.0,62.0,37.57142857142857,32.776298056457115,50.1627408993576,28.74833073831127,5.0990195135927845,3.258096538021482,12.568288098704269,35.285714285714285
2022-07-23,61,2022,7,23,5,0,26.0,2.0,39.857142857142854,33.91867023449167,50.17433155080214,28.735122469505736,7.810249675906654,4.110873864173311,24.0126548700147,37.57142857142857
2022-07-24,44,2022,7,24,6,0,61.0,26.0,43.142857142857146,32.8858053037506,50.167735042735046,28.720461051188295,6.6332495807108,3.784189633918261,18.80738634281977,39.857142857142854
2022-07-25,96,2022,7,25,0,0,44.0,61.0,55.285714285714285,34.68291743646666,50.21664887940235,28.74413764603841,9.797958971132712,4.564348191467836,33.528772459717906,43.142857142857146
2022-07-26,42,2022,7,26,1,0,96.0,44.0,47.57142857142857,29.776148972273905,50.207889125799575,28.73004781421564,6.48074069840786,3.7376696182833684,18.158398126844915,55.285714285714285
2022-07-27,20,2022,7,27,2,0,42.0,96.0,41.57142857142857,30.604232511517885,50.17571884984026,28.73164578472133,4.47213595499958,2.995732273553991,10.217888583454242,47.57142857142857
2022-07-28,94,2022,7,28,3,0,20.0,42.0,54.714285714285715,30.53257433034588,50.22234042553192,28.75189544802512,9.695359714832659,4.543294782270004,33.016845697201944,41.57142857142857
2022-07-29,37,2022,7,29,4,0,94.0,20.0,56.285714285714285,29.055775591749335,50.208289054197664,28.739830307642787,6.082762530298219,3.6109179126442243,16.49380506785418,54.714285714285715
2022-07-30,97,2022,7,30,5,0,37.0,94.0,61.42857142857143,32.95379160206579,50.25796178343949,28.764984826313544,9.848857801796104,4.574710978503383,33.78353730228489,56.285714285714285
2022-07-31,59,2022,7,31,6,0,97.0,37.0,63.57142857142857,32.10844718999008,50.267232237539766,28.75112215064991,7.681145747868608,4.07753744390572,23.425255194403793,61.42857142857143
2022-08-01,90,2022,8,1,0,0,59.0,97.0,62.714285714285715,31.164693087500417,50.309322033898304,28.764957434525705,9.486832980505138,4.499809670330265,31.983089241136394,63.57142857142857
2022-08-02,26,2022,8,2,1,0,90.0,59.0,60.42857142857143,33.44077921170072,50.283597883597885,28.7605911915174,5.0990195135927845,3.258096538021482,12.568288098704269,62.714285714285715
2022-08-03,42,2022,8,3,2,0,26.0,90.0,63.57142857142857,29.848825453481112,50.27484143763213,28.746631571271223,6.48074069840786,3.7376696182833684,18.158398126844915,60.42857142857143
2022-08-04,5,2022,8,4,3,0,42.0,26.0,50.857142857142854,33.463555157955426,50.22703273495248,28.76907746420856,2.23606797749979,1.6094379124341003,2.9809549301314164,63.57142857142857
2022-08-05,81,2022,8,5,4,0,5.0,42.0,57.142857142857146,34.541900022188386,50.25949367088607,28.77124878520114,9.0,4.394449154672439,29.605219874495116,50.857142857142854
2022-08-06,48,2022,8,6,5,0,81.0,5.0,50.142857142857146,29.751350509562727,50.25711275026344,28.75616361170999,6.928203230275509,3.871201010907891,20.07954154212804,57.142857142857146
2022-08-07,60,2022,8,7,6,0,48.0,81.0,50.285714285714285,29.803323560269188,50.26736842105263,28.74274707470524,7.745966692414834,4.0943445622221,23.71968747311681,50.142857142857146
2022-08-08,25,2022,8,8,0,0,60.0,48.0,41.0,25.126347393390365,50.240799158780234,28.73929744943304,5.0,3.2188758248682006,12.188877268429023,50.285714285714285
2022-08-09,87,2022,8,9,1,0,25.0,60.0,49.714285714285715,29.290011299157314,50.279411764705884,28.748879674063165,9.327379053088816,4.465908118654584,31.198730135157767,41.0
2022-08-10,2,2022,8,10,2,0,87.0,25.0,44.0,34.48671241700685,50.22875131164743,28.776305689445554,1.4142135623730951,0.6931471805599453,0.8924017632797059,49.714285714285715
2022-08-11,78,2022,8,11,3,0,2.0,87.0,54.42857142857143,31.648365638987563,50.257861635220124,28.775254723542574,8.831760866327848,4.356708826689592,28.79527663003187,44.0
2022-08-12,80,2022,8,12,4,0,78.0,2.0,54.285714285714285,31.510391332142525,50.2890052356021,28.77626836695138,8.94427190999916,4.382026634673881,29.336252336218582,54.42857142857143
2022-08-13,36,2022,8,13,5,0,80.0,78.0,52.57142857142857,32.22761312320614,50.27405857740586,28.764910936886906,6.0,3.58351893845611,16.15300798923567,54.285714285714285
2022-08-14,7,2022,8,14,6,0,36.0,80.0,45.0,36.17549815367672,50.22884012539185,28.783873696053394,2.6457513110645907,1.9459101490553132,4.153044884881179,52.57142857142857
2022-08-15,51,2022,8,15,0,0,7.0,36.0,48.714285714285715,35.09850084981926,50.22964509394572,28.768841957671995,7.14142842854285,3.9318256327243257,21.012889948001355,45.0
2022-08-16,64,2022,8,16,1,0,51.0,7.0,45.42857142857143,31.842618939911052,50.24400417101147,28.75726109675674,8.0,4.1588830833596715,24.883073342284877,48.714285714285715
2022-08-17,36,2022,8,17,2,0,64.0,51.0,50.285714285714285,26.208868001208348,50.229166666666664,28.74594015553832,6.0,3.58351893845611,16.15300798923567,45.42857142857143
2022-08-18,81,2022,8,18,3,0,36.0,64.0,50.714285714285715,26.75639665397347,50.261186264308016,28.74810577541839,9.0,4.394449154672439,29.605219874495116,50.285714285714285
2022-08-19,83,2022,8,19,4,0,81.0,36.0,51.142857142857146,27.321716462846755,50.2952182952183,28.752526161544477,9.1104335791443,4.418840607796598,30.14019503776326,50.714285714285715
2022-08-20,78,2022,8,20,5,0,83.0,81.0,57.142857142857146,28.04418282774863,50.32398753894081,28.751442445742843,8.831760866327848,4.356708826689592,28.79527663003187,51.142857142857146
2022-08-21,98,2022,8,21,6,0,78.0,83.0,70.14285714285714,21.177256443557336,50.37344398340249,28.777507228575793,9.899494936611665,4.584967478670572,34.03751738861114,57.142857142857146
2022-08-22,4,2022,8,22,0,0,98.0,78.0,63.42857142857143,32.61828292464797,50.325388601036266,28.801290672066084,2.0,1.3862943611198906,2.342870873615028,70.14285714285714
2022-08-23,52,2022,8,23,1,0,4.0,98.0,61.714285714285715,32.89738736188781,50.32712215320911,28.786414279069266,7.211102550927978,3.9512437185814275,21.320323812613204,63.42857142857143
2022-08-24,19,2022,8,24,2,0,52.0,4.0,59.285714285714285,35.626367977076974,50.2947259565667,28.78914210261453,4.358898943540674,2.9444389791664403,9.806756660734596,61.714285714285715
2022-08-25,27,2022,8,25,3,0,19.0,52.0,51.57142857142857,35.98544679384128,50.27066115702479,28.78399185217506,5.196152422706632,3.295836866004329,12.943355928332041,59.285714285714285
2022-08-26,48,2022,8,26,4,0,27.0,19.0,46.57142857142857,33.21574497562437,50.26831785345717,28.7692127208332,6.928203230275509,3.871201010907891,20.07954154212804,51.57142857142857
2022-08-27,71,2022,8,27,5,0,48.0,27.0,45.57142857142857,32.20174499856152,50.289690721649485,28.762067901245345,8.426149773176359,4.2626798770413155,26.868082385760363,46.57142857142857
2022-08-28,88,2022,8,28,6,0,71.0,48.0,44.142857142857146,29.605340573555168,50.32852729145211,28.77269968581914,9.38083151964686,4.477336814478207,31.461069440656583,45.57142857142857
2022-08-29,16,2022,8,29,0,0,88.0,71.0,45.857142857142854,27.138094820311018,50.29320987654321,28.778951485320366,4.0,2.772588722239781,8.532212897907703,44.142857142857146
2022-08-30,26,2022,8,30,1,0,16.0,88.0,42.142857142857146,27.925069808498694,50.26824254881809,28.774685031415355,5.0990195135927845,3.258096538021482,12.568288098704269,45.857142857142854
2022-08-31,1,2022,8,31,2,0,26.0,16.0,39.57142857142857,31.06368266887206,50.217659137577,28.803188991088387,1.0,0.0,0.0,42.142857142857146
2022-09-01,66,2022,9,1,3,0,1.0,26.0,45.142857142857146,31.918795776305927,50.23384615384615,28.792835833869923,8.12403840463596,4.189654742026425,25.45656900142539,39.57142857142857
2022-09-02,30,2022,9,2,4,0,66.0,1.0,42.57142857142857,32.372092625475766,50.21311475409836,28.785353685532108,5.477225575051661,3.4011973816621555,14.044497654720024,45.142857142857146
2022-09-03,15,2022,9,3,5,0,30.0,66.0,34.57142857142857,31.069047527816426,50.17707267144319,28.792651299958187,3.872983346207417,2.70805020110221,8.09183282891957,42.57142857142857
2022-09-04,43,2022,9,4,6,0,15.0,30.0,28.142857142857142,21.287152396289624,50.169734151329244,28.77882737264681,6.557438524302,3.7612001156935624,18.48402145737314,34.57142857142857
2022-09-05,53,2022,9,5,0,0,43.0,15.0,33.42857142857143,22.33724201758988,50.17262512768131,28.76425273729871,7.280109889280518,3.970291913552122,21.625993436098682,28.142857142857142
2022-09-06,40,2022,9,6,1,0,53.0,43.0,35.42857142857143,22.18751257544919,50.162244897959184,28.751394744535485,6.324555320336759,3.6888794541139363,17.50009167715883,33.42857142857143
2022-09-07,13,2022,9,7,2,0,40.0,53.0,37.142857142857146,19.368604935380834,50.1243628950051,28.76120593904527,3.605551275463989,2.5649493574615367,7.1835942450215216,35.42857142857143
2022-09-08,31,2022,9,8,3,0,13.0,40.0,32.142857142857146,14.61082442835422,50.10488798370672,28.753020433240238,5.5677643628300215,3.4339872044851463,14.404112178171808,37.142857142857146
2022-09-09,15,2022,9,9,4,0,31.0,13.0,30.0,16.0104132780305,50.06917599186165,28.760180098531244,3.872983346207417,2.70805020110221,8.09183282891957,32.142857142857146
2022-09-10,91,2022,9,10,5,0,15.0,31.0,40.857142857142854,26.48539579610227,50.110772357723576,28.775146918408602,9.539392014169456,4.51085950651685,32.24279536481923,30.0
2022-09-11,11,2022,9,11,6,0,91.0,15.0,36.285714285714285,28.721155302403204,50.07106598984772,28.787506912698944,3.3166247903554,2.3978952727983707,6.2323642140930415,40.857142857142854
2022-09-12,25,2022,9,12,0,0,11.0,91.0,32.285714285714285,27.944673229522003,50.045638945233264,28.783965965410907,5.0,3.2188758248682006,12.188877268429023,36.285714285714285
2022-09-13,85,2022,9,13,1,0,25.0,11.0,38.714285714285715,34.436967954579906,50.081053698074975,28.790872097419584,9.219544457292887,4.442651256490317,30.671326082780293,32.285714285714285
2022-09-14,30,2022,9,14,2,0,85.0,25.0,41.142857142857146,32.88580530375061,50.06072874493927,28.78337420233132,5.477225575051661,3.4011973816621555,14.044497654720024,38.714285714285715
2022-09-15,97,2022,9,15,3,0,30.0,85.0,50.57142857142857,38.47881297050428,50.10819009100101,28.8074970501745,9.848857801796104,4.574710978503383,33.78353730228489,41.142857142857146
2022-09-16,48,2022,9,16,4,0,97.0,30.0,55.285714285714285,35.28320793103658,50.10606060606061,28.793007374126006,6.928203230275509,3.871201010907891,20.07954154212804,50.57142857142857
2022-09-17,37,2022,9,17,5,0,48.0,97.0,47.57142857142857,31.915811874665646,50.092835519677095,28.781473051993284,6.082762530298219,3.6109179126442243,16.49380506785418,55.285714285714285
2022-09-18,5,2022,9,18,6,0,37.0,48.0,46.714285714285715,33.11955256196501,50.047379032258064,28.802552954482096,2.23606797749979,1.6094379124341003,2.9809549301314164,47.57142857142857
